,item_id,name,colloq,upper_item,lower_item,explain,buy_price,sell_price,description,tag,stat,effect
0,3373,Forgefire Cape,;Ornn;forge;Masterwork,,['3068'],Constantly deals damage to nearby enemies,0,1925,"<stats><font color='#FFFFFF'>+750 Health</font><br><font color='#FFFFFF'>+100 Armor</font></stats><br><br><unique>UNIQUE Passive - Immolate:</unique> Burns nearby enemies for <scaleLevel>[26 to 43]</scaleLevel> magic damage per second. Once every 12 seconds, your next immobilizing spell deals <scaleLevel>[26 to 43]</scaleLevel> <scaleHealth>(+4% Your Bonus HP)</scaleHealth> bonus magic damage and releases a fire nova that also deals that bonus damage around you. Immolate's damage is increased by 50% to minions and monsters.","['Health', 'Armor']","{'FlatHPPoolMod': 750, 'FlatArmorMod': 100}","{'Effect1Amount': '26', 'Effect2Amount': '43', 'Effect3Amount': '0.5', 'Effect4Amount': '12', 'Effect5Amount': '0.04'}"
0,3374,Rabadon's Deathcrown,;dc;banksys;hat;Ornn;forge;Masterwork,,['3089'],Massively increases Ability Power,0,2520,<stats><font color='#FFFFFF'>+175 Ability Power</font>  </stats><br><br><unique>UNIQUE Passive:</unique> Increases Ability Power by 40%.,['SpellDamage'],{'FlatMagicDamageMod': 175},{'Effect1Amount': '40'}
0,3379,Infernal Mask,;Ornn;forge;Masterwork,,['3001'],Nearby enemies take more magic damage,0,2100,"<stats><font color='#FFFFFF'>+750 Health</font><br><mana>+300 Mana</mana><br><font color='#FFFFFF'>+100 Magic Resist</font><br>+10% Cooldown Reduction</stats><br><br><unique>UNIQUE Passive - Eternity:</unique> 15% of damage taken from champions is gained as Mana. Spending Mana restores 20% of the cost as Health, up to 25 per spell cast.<br><aura>UNIQUE Aura:</aura> Nearby enemy champions take 15% more magic damage.","['Health', 'SpellBlock', 'HealthRegen', 'Mana', 'ManaRegen', 'Aura', 'CooldownReduction', 'MagicPenetration']","{'FlatHPPoolMod': 750, 'FlatSpellBlockMod': 100, 'FlatMPPoolMod': 300}","{'Effect1Amount': '-10', 'Effect2Amount': '-25', 'Effect3Amount': '0.15', 'Effect4Amount': '25', 'Effect5Amount': '0.2', 'Effect6Amount': '0.15'}"
0,3380,Obsidian Cleaver,;bc;Ornn;forge;Masterwork,,['3071'],Dealing physical damage to enemy champions reduces their Armor,0,2100,"<stats><font color='#FFFFFF'>+550 Health</font><br><font color='#FFFFFF'>+60 Attack Damage</font><br>+20% Cooldown Reduction</stats><br><br><unique>UNIQUE Passive:</unique> Dealing physical damage to an enemy champion Cleaves them, reducing their Armor by 4% for 6 seconds (stacks up to 6 times, up to 24%).<br><unique>UNIQUE Passive - Rage:</unique> Dealing physical damage grants 20 movement speed for 2 seconds. Assists on Cleaved enemy champions or kills on any unit grant 60 movement speed for 2 seconds instead. This Movement Speed is halved for ranged champions.","['ArmorPenetration', 'CooldownReduction', 'Damage', 'Health', 'NonbootsMovement', 'OnHit']","{'FlatPhysicalDamageMod': 60, 'FlatHPPoolMod': 550}","{'Effect1Amount': '-0.2', 'Effect2Amount': '0.04', 'Effect3Amount': '6', 'Effect4Amount': '6', 'Effect5Amount': '0.24', 'Effect6Amount': '20', 'Effect7Amount': '2', 'Effect8Amount': '60', 'Effect9Amount': '2', 'Effect10Amount': '0.01'}"
0,3382,Salvation,;Ornn;forge;Masterwork,,['3107'],Activate to heal allies and damage enemies in an area,0,1470,"<stats><font color='#FFFFFF'>+300 Health</font><br><font color='#FFFFFF'>+150% Base Health Regen </font><br><font color='#FFFFFF'>+200% Base Mana Regen </font><br>+10% Cooldown Reduction</stats><br><br><passive>UNIQUE Passive:</passive> +10% Heal and Shield Power<br><active>UNIQUE Active:</active> Target an area within 5500 range. After 2.5 seconds, call down a beam of light to heal allies for 10 (+20 per level of target) Health, burn enemy champions for 10% of their maximum Health as <font color='#FFFFFF'>true</font> damage and deal 250 <font color='#FFFFFF'>true</font> damage to enemy minions (120 second cooldown). Heal and Shield Power is 3 times as effective on Salvation's heal.<br><br>Can be used while dead.<br><br><rules>Half effect if the target has been affected by Redemption recently.</rules>","['Health', 'HealthRegen', 'ManaRegen', 'CooldownReduction']",{'FlatHPPoolMod': 300},"{'Effect1Amount': '0.1', 'Effect2Amount': '10', 'Effect3Amount': '20', 'Effect4Amount': '0.1', 'Effect5Amount': '250', 'Effect6Amount': '120', 'Effect7Amount': '550', 'Effect8Amount': '5500', 'Effect9Amount': '0.5', 'Effect10Amount': '8', 'Effect11Amount': '3'}"
0,3383,Circlet of the Iron Solari,;Ornn;forge;Masterwork,,['3190'],Activate to shield nearby allies from damage,0,1540,<stats><font color='#FFFFFF'>+45 Armor</font><br><font color='#FFFFFF'>+75 Magic Resist</font></stats><br><br><active>UNIQUE Active:</active> Grants a decaying shield to nearby allied champions for 2.5 seconds that absorbs up to 120 (+10 per level) <scaleHealth>(+20% of your bonus health)</scaleHealth> damage (120 second cooldown).<br><br><rules>Shield per level uses the higher of your level or the target's level.<br>Shield ratio scales with your level.<br>Shield amount is reduced to 25% if the target has been affected by another Locket of the Iron Solari in the last 20 seconds.</rules>,"['SpellBlock', 'Armor', 'Active']","{'FlatSpellBlockMod': 75, 'FlatArmorMod': 45}","{'Effect1Amount': '120', 'Effect2Amount': '10', 'Effect3Amount': '2.5', 'Effect4Amount': '0.25', 'Effect5Amount': '20', 'Effect6Amount': '120', 'Effect7Amount': '0.2'}"
0,3384,Trinity Fusion,;triforce;tons of damage;Ornn;forge;Masterwork,,['3078'],Tons of Damage,0,2613,"<stats><font color='#FFFFFF'>+350 Health</font><br><font color='#FFFFFF'><mana>+350 Mana</mana></font><br><font color='#FFFFFF'>+35 Attack Damage</font><br><font color='#FFFFFF'>+50% Attack Speed</font><br>+20% Cooldown Reduction<br><font color='#FFFFFF'>+8% Movement Speed</font></stats><br><br><unique>UNIQUE Passive - Rage:</unique> Basic attacks grant 20 Movement Speed for 2 seconds. Kills grant 60 Movement Speed instead. This Movement Speed bonus is halved for ranged champions.<br><unique>UNIQUE Passive - Spellblade:</unique> After using an ability, the next basic attack deals bonus physical damage equal to 200% of base Attack Damage on hit (1.5 second cooldown).","['Health', 'Damage', 'AttackSpeed', 'Mana', 'CooldownReduction', 'OnHit', 'NonbootsMovement']","{'FlatPhysicalDamageMod': 35, 'PercentMovementSpeedMod': 0.08, 'FlatHPPoolMod': 350, 'FlatMPPoolMod': 350, 'PercentAttackSpeedMod': 0.5}","{'Effect1Amount': '20', 'Effect2Amount': '60', 'Effect3Amount': '2', 'Effect4Amount': '2', 'Effect5Amount': '1.5'}"
0,3386,Zhonya's Paradox,;zhg;zonyas;ornn;forge,,['3157'],Activate to become invincible but unable to take actions,0,2030,"<stats><font color='#FFFFFF'>+100 Ability Power</font><br><font color='#FFFFFF'>+60 Armor</font><br>+10% Cooldown Reduction</stats><br><br><active>UNIQUE Active - Stasis:</active> Champion becomes invulnerable and untargetable for 2.5 seconds, but is unable to move, attack, cast spells, or use items during this time (120 second cooldown).","['Armor', 'SpellDamage', 'Active', 'CooldownReduction']","{'FlatMagicDamageMod': 100, 'FlatArmorMod': 60}","{'Effect1Amount': '0', 'Effect2Amount': '2.5', 'Effect3Amount': '120'}"
0,3387,Frozen Fist,;frozen fist;Ornn,,['3025'],Basic attacks create a slow field after spell cast,0,1890,"<stats><font color='#FFFFFF'>+125 Armor</font><br>+20% Cooldown Reduction<br><font color='#FFFFFF'>+700 Mana</font></stats><br><br><unique>UNIQUE Passive - Spellblade:</unique> After using an ability, the next basic attack deals bonus physical damage equal to 100% of base Attack Damage in an area and creates an icy zone for 2 seconds that slows Movement Speed by 30% (1.5 second cooldown).<br><br>Size of zone increases with bonus armor.","['Armor', 'Mana', 'CooldownReduction', 'Slow']","{'FlatMPPoolMod': 700, 'FlatArmorMod': 125}","{'Effect1Amount': '-0.2', 'Effect2Amount': '1', 'Effect3Amount': '2', 'Effect4Amount': '-0.3', 'Effect5Amount': '1.5'}"
0,3388,Youmuu's Wraithblade,;lethality;Ornn,,['3142'],Activate to greatly increase Movement Speed,0,2030,<stats><font color='#FFFFFF'>+75 Attack Damage</font><br>+10% Cooldown Reduction</stats><br><br><unique>UNIQUE Passive:</unique> <font color='#FFFFFF'>+25 <a href='Lethality'>Lethality</a></font><br><unique>UNIQUE Passive:</unique> +40 Movement Speed out of Combat<br><active>UNIQUE Active:</active> Grants +20% Movement Speed and the ability to move through units for 6 seconds (45 second cooldown).,"['Damage', 'Active', 'CooldownReduction', 'NonbootsMovement', 'ArmorPenetration']",{'FlatPhysicalDamageMod': 75},"{'Effect1Amount': '45', 'Effect2Amount': '25', 'Effect3Amount': '0.2', 'Effect4Amount': '0', 'Effect5Amount': '6', 'Effect6Amount': '40'}"
0,3389,Might of the Ruined King,;brk;bork;bork;bork;botrk;Ornn,,['3153'],"Deals damage based on target's Health, can steal Movement Speed",0,2310,<stats><font color='#FFFFFF'>+55 Attack Damage</font><br><font color='#FFFFFF'>+40% Attack Speed</font><br>+12% Life Steal</stats><br><br><unique>UNIQUE Passive:</unique> Basic attacks deal 8% of the target's current Health as bonus physical damage on hit (Melee users deal 12%).<br><active>UNIQUE Active:</active> Deals 100 magic damage to target champion and steals 25% of their Movement Speed for 3 seconds (90 second cooldown).<br><br><rules>Minimum bonus physical damage dealt is 15.<br>Maximum bonus physical damage dealt to monsters and minions is 60.<br>User's Life Steal is applied to bonus physical damage dealt.</rules>,"['Damage', 'AttackSpeed', 'LifeSteal', 'Active', 'Slow', 'OnHit', 'NonbootsMovement']","{'FlatPhysicalDamageMod': 55, 'PercentAttackSpeedMod': 0.4, 'PercentLifeStealMod': 0.12}","{'Effect1Amount': '0.08', 'Effect2Amount': '0.12', 'Effect3Amount': '15', 'Effect4Amount': '60'}"
0,3390,Luden's Pulse,;Ornn,,['3285'],"Increases Ability Power, Mana, and Cooldown Reduction",0,2240,"<stats><font color='#FFFFFF'>+120 Ability Power</font><br><mana><font color='#FFFFFF'>+850 Mana</font></mana><br>+10% Cooldown Reduction</stats><br><br><unique>UNIQUE Passive - Haste:</unique> This item gains an additional 10% Cooldown Reduction.<br><unique>UNIQUE Passive - Echo:</unique> Gain charges upon moving or casting. At 100 charges, the next damaging spell hit expends all charges to deal 100 (+10% of Ability Power) bonus magic damage to up to 4 targets on hit.","['SpellDamage', 'Mana', 'CooldownReduction', 'OnHit']","{'FlatMPPoolMod': 850, 'FlatMagicDamageMod': 120}","{'Effect1Amount': '100', 'Effect2Amount': '100', 'Effect3Amount': '4', 'Effect4Amount': '0.1', 'Effect5Amount': '35', 'Effect6Amount': '10', 'Effect7Amount': '0', 'Effect8Amount': '0', 'Effect9Amount': '-0.1'}"
0,3400,'Your Cut',,,,,0,0,<spellPassive>Click to Consume:</spellPassive> Gain <gold>Gold</gold>!,"['Consumable', 'GoldPer']",{},
0,3410,Head of Kha'Zix,,,,,0,0,<unique>UNIQUE Active - Sweeping Lens:</unique> Reveals and disables nearby invisible traps and invisible wards for 6 seconds in a medium radius and grants detection of invisible units for 10 seconds (60 second cooldown).<br><br><unique>UNIQUE Passive - Mementos of the Hunt:</unique> Rengar collects trophies when killing Champions and gains bonus effects based on how many trophies he has. Kills and assists grant 1 trophy.<br><br><passive>3 Trophies:</passive> Rengar gains 25 Movement Speed whilst out of combat or in brush. <br><passive>6 Trophies:</passive> Increases the range of Rengar's Leap by 125.<br><passive>12 Trophies:</passive> Thrill of the Hunt's duration is increased by 5 seconds.<br><passive>20 Trophies:</passive> Thrill of the Hunt's Movement Speed while stealthed is doubled.,"['Active', 'Trinket', 'Vision']",{},"{'Effect1Amount': '25', 'Effect2Amount': '125', 'Effect3Amount': '5', 'Effect4Amount': '6', 'Effect5Amount': '10', 'Effect6Amount': '60'}"
0,3416,Head of Kha'Zix,,,,,0,0,<unique>UNIQUE Active - Scrying:</unique> Reveals a small location within 4000 range for 2 seconds. Enemy champions found will be revealed for 5 seconds (90 second cooldown).<br><br><unique>UNIQUE Passive - Mementos of the Hunt:</unique> Rengar collects trophies when killing Champions and gains bonus effects based on how many trophies he has. Kills and assists grant 1 trophy.<br><br><passive>3 Trophies:</passive> Rengar gains 25 Movement Speed whilst out of combat or in brush. <br><passive>6 Trophies:</passive> Increases the range of Rengar's Leap by 125.<br><passive>12 Trophies:</passive> Thrill of the Hunt's duration is increased by 5 seconds.<br><passive>20 Trophies:</passive> Thrill of the Hunt's Movement Speed while stealthed is doubled.,"['Active', 'Trinket', 'Vision']",{},"{'Effect1Amount': '25', 'Effect2Amount': '125', 'Effect3Amount': '5', 'Effect4Amount': '4000', 'Effect5Amount': '2', 'Effect6Amount': '5', 'Effect7Amount': '90'}"
0,3422,Head of Kha'Zix,,,,,0,0,<unique>UNIQUE Passive - Mementos of the Hunt:</unique> Rengar collects trophies when killing Champions and gains bonus effects based on how many trophies he has. Kills and assists grant 1 trophy.<br><br><passive>3 Trophies:</passive> Rengar gains 25 Movement Speed whilst out of combat or in brush. <br><passive>6 Trophies:</passive> Increases the range of Rengar's Leap by 125.<br><passive>12 Trophies:</passive> Thrill of the Hunt's duration is increased by 5 seconds.<br><passive>20 Trophies:</passive> Thrill of the Hunt's Movement Speed while stealthed is doubled.,"['Active', 'Trinket', 'Vision']",{},"{'Effect1Amount': '25', 'Effect2Amount': '125', 'Effect3Amount': '5'}"
0,3455,Head of Kha'Zix,,,,,0,0,<unique>UNIQUE Passive - Mementos of the Hunt:</unique> Rengar collects trophies when killing Champions and gains bonus effects based on how many trophies he has. Kills and assists grant 1 trophy.<br><br><passive>3 Trophies:</passive> Rengar gains 25 Movement Speed whilst out of combat or in brush. <br><passive>6 Trophies:</passive> Increases the range of Rengar's Leap by 125.<br><passive>12 Trophies:</passive> Thrill of the Hunt's duration is increased by 5 seconds.<br><passive>20 Trophies:</passive> Thrill of the Hunt's Movement Speed while stealthed is doubled.,"['Active', 'Trinket', 'Vision']",{},"{'Effect1Amount': '25', 'Effect2Amount': '125', 'Effect3Amount': '5'}"
0,3504,Ardent Censer,,,"['3114', '3113']",Shield and heal effects on other units grant both of you Attack Speed and their attacks deal additional on-hit magic damage.,650,1610,"<stats>+60 Ability Power<br>+10% Cooldown Reduction<br><mana>+50% Base Mana Regen </mana></stats><br><br><unique>UNIQUE Passive:</unique> +10% Heal and Shield Power<br><unique>UNIQUE Passive:</unique> +8% Movement Speed<br><unique>UNIQUE Passive:</unique> Whenever you heal or shield an ally, you and your ally gain 10% - 30% Attack Speed and your attacks deal an additional 5 - 20 on-hit magic damage for 6 seconds. <br><br><rules>This does not include regeneration effects. Bonus effects are based on target's level.</rules>","['CooldownReduction', 'ManaRegen', 'NonbootsMovement', 'SpellDamage']",{'FlatMagicDamageMod': 60},"{'Effect1Amount': '0.08', 'Effect2Amount': '0.1', 'Effect3Amount': '6', 'Effect4Amount': '5', 'Effect5Amount': '0.1', 'Effect6Amount': '0.3', 'Effect7Amount': '20'}"
0,3508,Essence Reaver,;,,"['1038', '3133', '1018']","Grants Critical Strike Chance, Cooldown Reduction, Attack Damage and restores mana on hit.",100,2310,<stats>+70 Attack Damage<br>+25% Critical Strike Chance</stats><br><br><unique>UNIQUE Passive:</unique> +20% Cooldown Reduction<br><unique>UNIQUE Passive:</unique> Basic attacks refund 1.5% of your missing mana.,"['Damage', 'CriticalStrike', 'Mana', 'ManaRegen', 'CooldownReduction']","{'FlatPhysicalDamageMod': 70, 'FlatCritChanceMod': 0.25}","{'Effect1Amount': '0.015', 'Effect2Amount': '0.2', 'Effect3Amount': '0.5', 'Effect4Amount': '0.2', 'Effect5Amount': '6', 'Effect6Amount': '30', 'Effect7Amount': '0.2', 'Effect8Amount': '10'}"
0,3513,Eye of the Herald,;Herald's Eye,,,Eye of the Herald - a Gift of the Void.,0,0,"<br><unique>UNIQUE Passive - Glimpse of the Void:</unique> The holder of the Eye of the Herald has Empowered Recall.<br><br><active>UNIQUE Active:</active> Channel for 1 seconds to crush the Eye of the Herald, summoning the Rift Herald to siege enemy turrets.<br><br>The Eye of the Herald will be lost to the Void if not used within 240 seconds.","['Trinket', 'Active']",{},"{'Effect1Amount': '240', 'Effect2Amount': '1', 'Effect3Amount': '20'}"
0,3514,Eye of the Herald,;Herald's Eye,,,Eye of the Herald - a Gift of the Void.,0,0,"<br><unique>UNIQUE Passive - Glimpse of the Void:</unique> The holder of the Eye of the Herald has Empowered Recall.<br><br><active>UNIQUE Active:</active> Channel for 1 seconds to crush the Eye of the Herald, summoning the Rift Herald to siege enemy turrets.<br><br>The Eye of the Herald will be lost to the Void if not used within 240 seconds.","['Trinket', 'Active']",{},"{'Effect1Amount': '240', 'Effect2Amount': '1', 'Effect3Amount': '40'}"
0,3520,Ghost Poro,,,,,0,0,<subtitleLeft><font color='#FFFFFF'>(Trinket)</font></subtitleLeft><br><mainText><active>Active:</active> Command your Ghost Poro to stay in a brush. Gain additional stats if you or your Ghost Poro are in enemy territory.</mainText>,"['Vision', 'Trinket', 'Active']",{},"{'Effect1Amount': '240', 'Effect2Amount': '3.5', 'Effect3Amount': '42'}"
0,3599,Black Spear,;spear,,,Kalista's spear that binds an Oathsworn Ally.,0,0,"<stats></stats><br><active>Active:</active> Offer to bind with an ally for the remainder of the game, becoming Oathsworn Allies. Oathsworn empowers you both while near one another.",['Active'],{},
0,3600,Black Spear,;spear,,,Kalista's spear that binds an Oathsworn Ally.,0,0,"<stats></stats><br><active>Active:</active> Offer to bind with an ally for the remainder of the game, becoming Oathsworn Allies. Oathsworn empowers you both while near one another.",['Active'],{},
0,3671,Enchantment: Warrior,;,,['3133'],,525,1138,<stats>+60 Attack Damage<br>+10% Cooldown Reduction</stats>,[],{'FlatPhysicalDamageMod': 60},
0,3672,Enchantment: Cinderhulk,;,,['3751'],,525,998,<stats>+325 Health<br>+15% Bonus Health</stats><br><br><unique>UNIQUE Passive - Immolate:</unique> Deals 7 (+2 per champion level) magic damage a second to nearby enemies while in combat. Deals 100% bonus damage to monsters. ,[],{'FlatHPPoolMod': 325},
0,3673,Enchantment: Runic Echoes,;,,"['3113', '1052']",,340,1138,"<stats>+60 Ability Power<br>+7% Movement Speed</stats><br><br><unique>UNIQUE Passive - Echo:</unique> Gain charges upon moving or casting. At 100 charges, the next damaging spell hit expends all charges to deal 60 (+10% of Ability Power) bonus magic damage to up to 4 targets on hit.<br><br>This effect deals 250% damage to Large Monsters. Hitting a Large Monster with this effect will restore 18% of your missing Mana.",[],"{'PercentMovementSpeedMod': 0.07, 'FlatMagicDamageMod': 60}",
0,3675,Enchantment: Bloodrazor,;,,['1043'],,625,1138,<stats>+50% Attack Speed</stats><br><br><unique>UNIQUE Passive:</unique> Basic attacks deal 4% of the target's maximum Health in bonus physical damage (max 75 vs. monsters and minions) on hit.,[],{'PercentAttackSpeedMod': 0.5},
0,3680,Frosted Snax,,,,King: Fires a barrage of icy artillery,0,0,"<active>Active - <a href='FeedTheKing'>Feed The King</a>:</active> The King lobs many projectiles at far-away enemies, each dealing <scaleLevel>213-775</scaleLevel> magic damage to targets in the center of the impact, scaling down to <scaleLevel>85-310</scaleLevel> on the edge. (120s cooldown)","['Trinket', 'Lane']",{},"{'Effect1Amount': '5', 'Effect2Amount': '120', 'Effect3Amount': '40', 'Effect4Amount': '15', 'Effect5Amount': '250', 'Effect6Amount': '213', 'Effect7Amount': '775', 'Effect8Amount': '85', 'Effect9Amount': '310'}"
0,3681,Super Spicy Snax,,,,King: Shoots flames that burn units and Turrets,0,0,"<active>Active - <a href='FeedTheKing'>Feed The King</a>:</active> The King breathes fire for 4 seconds, dealing <scaleLevel>705-1479</scaleLevel> true damage over the duration to enemies caught in the cone. Deals up to 560 true damage to Turrets. (120s cooldown)","['Trinket', 'Lane']",{},"{'Effect1Amount': '4', 'Effect2Amount': '120', 'Effect3Amount': '700', 'Effect4Amount': '2.35', 'Effect5Amount': '560', 'Effect6Amount': '705', 'Effect7Amount': '1479'}"
0,3682,Espresso Snax,,,,King: Knocks back and grants a large shield,0,0,"<active>Active - <a href='FeedTheKing'>Feed The King</a>:</active> The King leaps into the air and crashes down twice, knocking enemies away and dealing <scaleLevel>40-190</scaleLevel> physical damage. He also gains a decaying shield for <font color='#FF3300'>20% of his maximum health</font>, lasting 4 seconds. (30s cooldown)","['Trinket', 'Lane']",{},"{'Effect1Amount': '1.8', 'Effect2Amount': '30', 'Effect3Amount': '10', 'Effect4Amount': '10', 'Effect5Amount': '20', 'Effect6Amount': '4', 'Effect7Amount': '600', 'Effect8Amount': '40', 'Effect9Amount': '190', 'Effect10Amount': '500'}"
0,3683,Rainbow Snax Party Pack!,,,,King: Poros knock enemies towards him,0,0,"<active>Active - <a href='FeedTheKing'>Feed The King</a>:</active> The King tosses many Snax behind the enemy, attracting Poros which dash back towards him. Enemy champions hit will be knocked forwards and dealt <scaleLevel>230-680</scaleLevel> physical damage. (120s cooldown)","['Trinket', 'Lane']",{},"{'Effect1Amount': '6', 'Effect2Amount': '120', 'Effect3Amount': '140', 'Effect4Amount': '30', 'Effect5Amount': '1', 'Effect6Amount': '1500', 'Effect7Amount': '1650', 'Effect8Amount': '1000', 'Effect9Amount': '230', 'Effect10Amount': '680', 'Effect11Amount': '2'}"
0,3684,Dawnbringer Snax,,,,King: Fires you at your target,0,0,"<active>Active - <a href='FeedTheKing'>Feed The King</a>:</active> The King draws you to himself. For up to 4 seconds, you are untargetable and pacified. You may mouse click to fly to target position, stopping at the first enemy champion hit and knocking all enemies in a small radius back. The shockwave from your flight deals <scaleLevel>230-680</scaleLevel> physical damage in a cone. (120s cooldown)","['Trinket', 'Lane']",{},"{'Effect1Amount': '6', 'Effect2Amount': '120', 'Effect3Amount': '140', 'Effect4Amount': '30', 'Effect5Amount': '230', 'Effect6Amount': '680'}"
0,3685,Nightbringer Snax,,,,"King: Summons tornadoes from behind, then fires them forward.",0,0,"<active>Active - <a href='FeedTheKing'>Feed The King</a>:</active> The King summons dark winds from behind himself, then fires them forward in a spiral, dealing <scaleLevel>230-680</scaleLevel> physical damage and knocking enemies Airborne. (120s cooldown)","['Trinket', 'Lane']",{},"{'Effect1Amount': '2', 'Effect2Amount': '120', 'Effect3Amount': '140', 'Effect4Amount': '30', 'Effect5Amount': '7', 'Effect6Amount': '900', 'Effect7Amount': '1200', 'Effect8Amount': '230', 'Effect9Amount': '680'}"
0,3690,Cosmic Shackle,;,,,,0,0,"<passive>Passive - Cosmic Shackle: </passive>Death Sentence pulls much farther (based on the target's Missing Health), and can be ignited by the Dark Star to do more damage.<br><br><flavorText>''A still more glorious dawn awaits.''</flavorText>",[],{},
0,3691,Singularity Lantern,;,,,,0,0,"<passive>Passive - Singularity Lantern: </passive>Dark Passage automatically saves disabled allies. However, it no longer provides a shield.<br><br><flavorText>''The stars call to us.''</flavorText>",[],{},
0,3692,Dark Matter Scythe,;,,,,0,0,"<passive>Passive - Dark Matter Scythe: </passive>Flay's on-hit passive charges damage very quickly. Flay will throw enemies much farther (based on their Missing Health).<br><br><flavorText>''If you want to make a Singularity from scratch, you must first destroy the universe.''</flavorText>",[],{},
0,3693,Gravity Boots,;,,,,0,0,"<passive>Passive - Mass Conversion: </passive>Thresh's Health represents how far enemy pulls and pushes will send him. At lower Health, he will be thrown farther.<br><br><passive>Passive - Terminus Dwellers: </passive>Abyss Scuttlers emerge periodically, and will scurry towards the Dark Star when attacked. Gravitational disturbances will temporarily attract many of them.",[],{'FlatMovementSpeedMod': 50},
0,3694,Cloak of Stars,;,,,,0,0,"<passive>Passive - Stellar Spirit: </passive>Upon spawning, Thresh is invulnerable, untargetable, cannot cast, and is able to travel in open space. This is lost when stepping foot on stable ground.<br><br>Being saved by Dark Passage or using Death Sentence on one of the three <font color='#3091ec'>Gravity Anchors</font> will briefly put you into this invulnerable state and break enemy chains on you.",[],{'FlatMovementSpeedMod': 50},
0,3695,Dark Star Sigil,;,,,,0,0,"<passive>Passive - Stellar Fealty: </passive>Thresh cannot kill units directly - their souls, experience, and gold belong to the Dark Star.<br><br>Pulling or pushing an enemy into the Dark Star will destroy them instantly, scoring points for your team (+5, or +1 for Abyss Scuttlers).<br><br>Winning a round requires 100 points, and the final points must be from a champion kill.",[],{'FlatMovementSpeedMod': 50},
0,3706,Stalker's Blade,;jungle;Jungle;jangle,"['1401', '1400', '1402', '1416']","['1039', '1041']",Lets your Smite slow Champions,300,700,"<groupLimit>Limited to 1 Gold Income or Jungle item.</groupLimit><br><br>+10% Life Steal vs. Monsters<br><br><unique>UNIQUE Passive - Chilling Smite:</unique> Smite can be cast on enemy champions, dealing reduced true damage and stealing 20% Movement Speed for 2 seconds.<br><unique>UNIQUE Passive - Tooth / Nail:</unique> Basic attacks vs. monsters deal 40 bonus damage.  Damaging a monster with a spell or attack steals 30 Health over 5 seconds and burns them for 80 magic damage.<mana> While in the jungle or river, regenerate up to 8 Mana per second based on your missing Mana.</mana> This item grants <font color='#99BBBB'><a href='SpecialJungleExperience'>Monster Hunter</a></font>. This item's healing will be increased by 50% when under 30% Health.","['LifeSteal', 'ManaRegen', 'Slow', 'OnHit', 'NonbootsMovement', 'Jungle']",{},"{'Effect1Amount': '80', 'Effect2Amount': '30', 'Effect3Amount': '5', 'Effect4Amount': '8', 'Effect5Amount': '40', 'Effect6Amount': '0.1', 'Effect7Amount': '2', 'Effect8Amount': '-0.2', 'Effect9Amount': '0', 'Effect10Amount': '0', 'Effect11Amount': '0', 'Effect12Amount': '0.3', 'Effect13Amount': '0.5'}"
0,3715,Skirmisher's Sabre,;jungle;Jungle,"['1412', '1413', '1414', '1419']","['1039', '1041']","Lets your Smite mark Champions, giving you combat power against them.",300,700,"<groupLimit>Limited to 1 Gold Income or Jungle item.</groupLimit><br><br>+10% Life Steal vs. Monsters<br><br><unique>UNIQUE Passive - Challenging Smite:</unique> Smite can be cast on enemy champions, marking them for 4 seconds. While marked your basic attacks deal bonus true damage over 2.5 seconds, and their damage to you is reduced by 20%.<br><unique>UNIQUE Passive - Tooth / Nail:</unique>Basic attacks vs. monsters deal 40 bonus damage. Damaging a monster with a spell or attack steals 30 Health over 5 seconds and burns them for 80 magic damage. While in the jungle or river, regenerate up to 8 Mana per second based on your missing Mana. This item grants <font color='#99BBBB'><a href='SpecialJungleExperience'>Monster Hunter</a></font>. This item's healing will be increased by 50% when under 30% Health.","['LifeSteal', 'ManaRegen', 'OnHit', 'Jungle']",{},"{'Effect1Amount': '80', 'Effect2Amount': '30', 'Effect3Amount': '5', 'Effect4Amount': '8', 'Effect5Amount': '40', 'Effect6Amount': '4', 'Effect7Amount': '2.5', 'Effect8Amount': '14.5', 'Effect9Amount': '1.5', 'Effect10Amount': '0.2', 'Effect11Amount': '0.1', 'Effect12Amount': '0.3', 'Effect13Amount': '0.5'}"
0,3742,Dead Man's Plate,;juggernaut;dreadnought,,"['1031', '1011']",Build momentum as you move around then smash into enemies.,1100,2030,"<stats>+425 Health<br>+60 Armor</stats><br><br><unique>UNIQUE Passive - Dreadnought:</unique> While moving, build stacks of Momentum, increasing movement speed by up to 60 at 100 stacks. Momentum decays while under the effect of a stun, taunt, fear, polymorph, or immobilize effect.<br><unique>UNIQUE Passive - Crushing Blow:</unique> Basic attacks deal 1 magic damage per stack of Momentum, discharging all stacks. At max stacks, if the attacker is melee, they also slow the target by 50% for 1 second.<br><br><flavorText>''There's only one way you'll get this armor from me...'' - forgotten namesake</flavorText>","['Health', 'Armor', 'OnHit', 'NonbootsMovement', 'Bilgewater']","{'FlatHPPoolMod': 425, 'FlatArmorMod': 60}","{'Effect1Amount': '60', 'Effect2Amount': '100', 'Effect3Amount': '1', 'Effect4Amount': '-0.5', 'Effect5Amount': '1'}"
